content_description,author_profile,name,ISBN,score,price,link,press,page,date,author 
《被窝是青春的坟墓》是七堇年的首部随笔集，全书共分为两部分，惊蛰与清明，寓意成长与写作路途上的不同阶段；收录曾经发表在杂志上的部分中短篇作品，并加入了大部分最新创作的散文等作品。,七堇年真名赵勤。生于单亲家庭。自幼由母亲管教严厉。以致自幼学习绘画与钢琴近十年。中学时代因为虚荣心接触过吉他，爵士鼓和电影的些许皮毛，后来发现唯一收获是借以走入表达这个世界的途径。曾经的理想有做漫画家和拍电影，至今仍耿耿于怀。成长中遇到很多的可贵，开始念念不忘要去祭奠那些人和事，于是找到成本最为廉价的表达形式，即写作，去防止自己向时光和记忆倒戈。曾经以《被窝是青春的坟墓》一文获新概念一等奖。正以在回忆和幻想之间流盼的浮躁姿态，向死而生。,被窝是青春的坟墓,9787535435613,7.8,22.00元,https://book.douban.com/subject/2339950/,长江文艺出版社,284,2007-11,七堇年
,"彼得·海斯勒(Peter Hessler)，中文名何伟，曾任《纽约客》驻北京记者，以及《国家地理》杂志等媒体的撰稿人。
他成长于美国密苏里州的哥伦比亚市，在普林斯顿主修英文和写作，并取得牛津大学英语文学硕士学位。海斯勒曾自助旅游欧洲三十国，毕业后更从布拉格出发，由水陆两路横越俄国、中国到泰国，跑完半个地球，也由此开启了他的旅游文学写作之路。
海斯勒散见于各大杂志的旅游文学作品，数度获得美国最佳旅游写作奖。他的中国纪实三部曲中，《江城》一经推出即获得“奇里雅玛环太平洋图书奖”，《甲骨文》则荣获《时代周刊》年度最佳亚洲图书等殊荣。海斯勒本人亦被《华尔街日报》赞为“关注现代中国的最具思想性的西方作家之一”。",寻路中国,9787532752805,9.0,33.00元,https://book.douban.com/subject/5414391/,上海译文出版社,426,2011-1,[美]彼得·海斯勒
"小说以第一人称的写作手法讲述了“我”的生活，为读者展示了一个颇具叛逆性的人物。
初涉社会，人物成长的过程中体会了社会的复杂和现实的残酷以及人心的不可探测，所以许多是作者的真实感受，是渗透阅历的写作。有失望、迷惘，但不断追求。",,像少年啦飞驰,9787506322522,7.3,16.00元,https://book.douban.com/subject/1009160/,作家出版社,225,2002-1,韩寒
年仅18岁的韩寒是一个引人注目的角色。他是上海松江二中高一的学生，以一篇《杯中窥人》问鼎首届全国新概念作文大赛一等奖，并出版了长篇新作《三重门》，但与此同时，他却在期末考试中几门功课高挂“红灯”而留级、休学。韩寒如今成为一个热门话题——“一个‘高材’留级生引出的话题”，引起众多师生和家长的关注，以及语文教育的反思。这个韩寒，究竟是一个怎样的人？他对社会、对人世、对人生、对周围的一切怎么看？通过他的,韩寒，1982.9.23出生于上海金山。作家，赛车手。1998年“新概念”作文大赛以《杯中窥人》获一等奖，其文笔老练，语言犀利。 1999年三月韩寒开始写作小说《三重门》，至今销售量已逾190万多册。后退学，现为上海大众333 车队职业赛车手，成绩优异。已出版作品：《三重门》、《零下一度》、《像少年啦飞驰》、《通稿2004》、《毒》、《韩寒五年文集》、《长安乱》、《就这么漂来漂去》、《一座城池》、《寒》、《光荣日》 或有其他，则为伪作。,零下一度,9787208035164,7.2,12.00,https://book.douban.com/subject/1034108/,上海人民出版社,209,2000-08,韩寒
《草样年华》是一部描写大学生活的长篇爱情小说，以邱飞和周舟的爱情生活为主线，塑造了大学生邱飞、杨阳等个性鲜明的人物。在学校里，他们都是所谓不务正业的“坏”学生，无心学习，整天琢磨着逃避考试、偷窥女生宿舍、谈恋爱、玩乐队、喝酒、打架等等，为读者展开了一幅活灵活现的大学生活众生相。但他们实际上又是充满理想和热情的青春少年，他们渴望找到灵魂的出口，热爱文学和音乐，内心充满了善良和对未来的期待，只是与大学校园死板、程序化的环境格格不入，这才导致了他们的愤世嫉俗，以微弱的“坏”来与周围的环境相抗争。直到最后才猛然惊醒，为自己青春的面目全非和支离破碎而备觉荒凉，在此情可待成追忆时，才知道爱情和生活的可贵。,孙睿，1981年生，北京人。图书策划人沈浩波认为，与郭敬明，何员外等青春作者相比，孙睿的文学准备更为充分，作为一个北京孩子，他完全继承了京味作家幽默洒脱的文风，他的小说有着王朔式的幽默，却没有王朔的油滑；有着王小波式的睿智，却没有王小波的炫耀；有着石康式的浑不吝，却不像石康那样一味地颓靡。,草样年华,9787805959177,7.2,19.50元,https://book.douban.com/subject/1007334/,远方出版社,327,2004-1,孙睿
《左手倒影，右手年华》是郭敬明的第二本书，一本有关校园与青春的散文集。,"郭敬明（1983- ），网名：第四维；别名：小四。2001年以作品《剧本》获得第三届全国新概念作文大赛一等奖，2002年以作品《我们最后的校园民谣》获得第四届全国新概念作文大赛一等奖。
著有小说《爱与痛的边缘》《幻城》《左手倒影右手年华》《梦里花落知多少》《猜火车》《1995－2005夏至未至》， 音乐小说《迷藏》，主编《岛》系列、《无极》、《悲伤逆流成河》、《最小说》、《N世界》等。",左手倒影，右手年华。,9787532734160,6.7,16.00元,https://book.douban.com/subject/1006881/,上海译文出版社,217,2003-5,郭敬明
书中有《星之魔术师》、《灯塔》、《鱼》、《烟火》等系列短篇，此外还有部分心情文字及精选插图。独特的人物形象设计，唯美的爱情故事。,寂地，祖雅乐，国内新晋漫画插画家。风格别致优美，其代表作品《我的路》获得2004年东方国际原创动画漫画艺术大赛金龙奖最佳绘本漫画奖。,我的路,9787538524246,8.6,20.00元,https://book.douban.com/subject/1431836/,北方妇女儿童出版社,123,2004-10,寂地
"80年代生人的张楠因大学毕业找不到好工作而留学澳洲，在那里他认识了同样留学的方茴。就在他被方茴的神秘感吸引时，却听说她竟然是同性恋。阴错阳差，他与方茴住在了同一屋檐下，并且通过其他朋友知道方茴并不是真正的同性恋者，而是曾经深受伤害，有过一段难以忘怀的经历。一次偶然的机会，在张楠的房间里，方茴给他讲述了自己的故事……
作品通过诙谐的文字，以方茴和陈寻的爱情故事为主线，描述了80后的情感与生活历程。方茴过去的回忆让人仿佛再次回到了90年代末的北京，在时间跨度长达十年的叙述中有美好的青春校园生活，有涉及青少年犯罪的探讨警示，有建国五十年大庆、迎接新世纪、北京申奥成功的历史事件，有大学时代的颓废迷茫，有工作以后的艰难奋斗，有婚姻生活的现状等等，以独特的视角真实记录了80后的成长轨迹和他们富有时代感的印记。","九夜茴，女，80后生人。笔名取自一个神话，传说中，九夜茴是一种魔花，每九夜绽放一次，颜色瑰丽，香气袭人。如果你曾背叛过别人，那么你见到它就会受到惩戒；如果你曾被别人背叛，那么你见到它就会得到抚慰。 然而，这个世界上大多数人都曾背叛过别人也被别人背叛，于是九夜茴变成了一朵有着无限魔力却充满更多无奈的花……笔者不求成为偶开天眼看红尘的仙人智者，只盼能做记下眼中人悲欢离合的小花一朵。
九夜茴于2005年在网上凭借小说《弟弟，再爱我一次》而轰动一时。她的小说在各大文学网站均被评为精华作品，成为点击量居高不下的又一位80后作家。2006年她又推出的长篇言情小说《风不飘摇，云不飘摇》，同样引发了读看热潮。《匆匆那年》是她在网上连载的第三部小说。",匆匆那年（上下）,9787506030328,8.3,29.00,https://book.douban.com/subject/2567919/,东方出版社,487,2008-1,九夜茴
《蔷薇岛屿》安妮宝贝的第四本书。内容为在上海、北京、香港、越南、柬埔寨一路旅途中拍摄的照片及写下的字，留下时光和幻觉的印记，是一本关于旅行、爱和生死的影像书。包括《再见，时光》、《赤道往北21度》、《在西贡》、《危险的美感》、《世俗生活》等17篇散文，以及小说《一场上海烟花》。,"安妮宝贝，自由作家，曾任职金融网络广告行业。1998年开始发表小说，因作品风格独特引起广泛关注。题材多围绕宿命，自由，漂泊等命题思考，创作工业化大城市中游离者的生活；他们在爱和幻觉中的决然出行，及对自我的追寻。
2000年起出版小说集《告别薇安》，《八月未央》，长篇小说《彼岸花》，面市后都十分畅销。
安妮宝贝现居北京。从事专业写作及为杂志撰写独立摄影采访和专栏。",蔷薇岛屿,9787506324298,8.0,18.00元,https://book.douban.com/subject/1063190/,作家出版社,179,2002-8,安妮宝贝（庆山）
,伊塔洛·卡尔维诺（Italo Calvino，1923-）毕业于都灵大学文学系。曾参加反法西斯抵抗运动。处女作《通向蜘蛛巢的小路》（1947），用非英雄化的手法反映游击队的生活。五十年代问世的《我们的先人》三部曲：《分为两半的子爵》（1952）、《树上的男爵》（1957）、《不存在的骑士》（1959），既似现实中的童话，又像童话中的现实，把西方世界中人丧失自我本质的境遇淋漓尽致地表现了出来。三部曲使作家获得世界声誉。随后发表的作品《宇宙谐趣》（1965）、《看不见的城市》（1972）、《如果一个冬夜，一个旅行者……》（1979），渗透对迷乱的现实的思索，颇具哲理小说的特色。卡尔维诺的《意大利童话》（1956）是他长期搜集、研究意大利各地区童话的结晶，已被译成许多国家的文字。,看不见的城市,9787544700603,8.8,16.00元,https://book.douban.com/subject/1863930/,译林出版社,166,2006-8,[意]伊塔洛·卡尔维诺
"一个女人四十年的情与爱，被一枝细腻而绚烂的笔写得哀婉动人，其中交织着上海这所大都市从四十年代到九十年代沧海桑田的变迁。生活在上海弄堂里的女人沉垒了无数理想、幻灭、躁动和怨望，她们对情与爱的追求，她们的成败，在我们眼前依次展开。王安忆看似平淡却幽默冷峻的笔调，在对细小琐碎的生活细节的津津乐道中，展现时代变迁中的人和城市，被誉为“现代上海史诗”。
本书荣获第一届世界华文文学奖，并于2000年获得我国文坛上最具荣誉的大奖——茅盾文学奖。",王安忆--1954年出生于南京，1955年随母到沪。1970年赴安徽插队落户，1972年考入徐州地区文工团，1978年调回上海，任《儿童时代》小说编辑，1987年进上海作家协会专业创作至今。自1976年发表第一篇散文，至今出版发表有小说《雨，沙沙沙》、《本次列车终点站》、《流逝》、《小鲍庄》、《叔叔的故事》、《69届初中生》、《长恨歌》等短、中、长篇，约有400万字，以及若干散文、文学理论。其中一度获全国短篇小说奖，二度获全国中篇小说奖。翻译为外国语的有英、法、荷、德、日、捷、韩等文字。,长恨歌,9787544225502,8.3,22.00元,https://book.douban.com/subject/1082349/,南海出版公司,350,2003-8,王安忆
"这是一部短篇小说集，除《一个陌生女人的来信》，亦按时间顺序收录了《火烧火燎的秘密》、《马来狂人》等名篇，作者的创作历程一目了然。
《一个陌生女人的来信》讲述一个刻骨铭心的爱情故事，一个女子暗恋男主人公18年，直至临死才决定向他告白。",斯台芬·茨威格（1881—1942），奥地利小说家、诗人、剧作家和传记作家。出身富裕犹太家庭，青年时代在维也纳和柏林攻读哲学和文学，日后周游世界，结识罗曼·罗兰和弗洛伊德等人并深受影响。创作诗、小说、戏剧、文论、传记，以传记和小说成就最为著称。第一次世界大战期间从事反战工作，是著名的和平主义者。一九三四年遭纳粹驱逐，流亡英国和巴西。一九四二年在孤寂与幻灭中自杀。代表作有短篇小说《象棋的故事》、《一个陌生女人的来信》，长篇小说《心灵的焦灼》，回忆录《昨日的世界》，传记《三大师》和《一个政治性人物的肖像》。,一个陌生女人的来信,9787532741571,8.7,20.00元,https://book.douban.com/subject/2154960/,上海译文出版社,340,2007-7,[奥地利]斯蒂芬·茨威格
"《陪安东尼度过漫长岁月》收集了作者安东尼在《最小说》上刊登过的部分散文，以及50%以上的最新作品。安东尼以一个普通男生的口吻，讲述了从20到23、从大学到工作、从国内到国外的真诚记载。其中既有生活的零散片段、自言自语，也有对生活的感悟。以时间为载体，散文为格式，将日记、随笔，甚至是墙上的便条联系到一起。带领每位读者陪安东尼度过遥远的旅行、孤独的时刻，以及漫长的岁月。
插画家ECHO配以温馨童话般的绘图，充满童幻色彩。","安东尼，本名马亮，英文名Antony。现居澳大利亚，原居大连。就读于墨尔本大学商业管理系。
小时候曾有语言障碍，受心理医生辅导后大有好转。高中时曾只身一人到上海。有写作很少用标点的怪异习惯。最初发表文章的刊物是《岛》和《最小说》。",陪安东尼度过漫长岁月,9787535436740,8.4,18.00,https://book.douban.com/subject/3014576/,长江文艺出版社,185,2008-3,[英]安东尼
"一个老是受班上同学欺负的瘦弱小男孩，因为拥有一种特殊能力而强大：他能“偷别人的影子”，因而能看见他人心事，听见人们心中不愿意说出口的秘密。他开始成为需要帮助者的心灵伙伴，为每个偷来的影子找到点亮生命的小小光芒。
某年灿烂的夏天，他在海边邂逅了一位又聋又哑的女孩。他该如何用自己的能力帮助她？他将如何信守与她共许的承诺？
一段缠绵多年的爱恋，一段进行中的不完美爱情，一部令整个法国为之动容的温情疗愈小说。
《偷影子的人》是马克•李维的第10部作品，该书在法国首印45万册，位列全年销量排行榜的总冠军，法国媒体惊叹：“销售得比影子消失的速度还快！”这部作品完美展现了马克•李维温柔风趣的写作风格，有催人泪下的亲情、浪漫感人的爱情和不离不弃的友情，清新浪漫的气息和温柔感人的故事相互交织，带给读者笑中带泪的阅读感受，是一部唤醒童年回忆和内心梦想的温情疗愈小说。",马克•李维：全世界拥有最多读者的法国作家，作品热销全球45国，累计销量超过26000000册，连续12年蝉联“法国最畅销作家”，拥有让大导演斯皮尔伯格只看两页书稿，就重金购下电影版权的神奇魅力。,偷影子的人,9787540455958,7.8,29.80元,https://book.douban.com/subject/10763902/,湖南文艺出版社,227,2012-6-20,[法]马克·李维
《清醒纪》是安妮宝贝的随笔、小说集。,安妮宝贝，自由作家，现居北京。曾任职金融广告网络等行业。已出版短篇小说集《告别薇安》，散文及短篇小说集《八月未央》，长篇小说《彼岸花》，摄影图文集《蔷薇岛屿》。,清醒纪,9787201048840,7.9,22.00元,https://book.douban.com/subject/1030052/,天津人民出版社,240,2004-10,安妮宝贝（庆山）
《蔡康永的说话之道》是蔡康永的第一本实用书，在“说话”多年之后，首次尝试教人“说话”。本书开端康永哥便许下宏愿：这本书会令“本来已经很讨人喜欢的你，在未来变得更讨人喜欢”。《蔡康永的说话之道》包括40篇精彩短文，每篇都是让谈话变美的醍醐味，并配以熊宝绘制的令人喷饭的搞笑插画，如同蔡康永的主持风格一样犀利俏皮，饶有情趣。,蔡康永，台湾著名的节目主持人、作家。与小S搭档主持的综访谈节目《康熙来了》在大陆拥有超强人气。曾出版《LA流浪记》《那些男孩教会我的事》等多部畅销书，是台湾公认的“搞怪才子”。,蔡康永的说话之道,9787544143158,7.2,25.00元,https://book.douban.com/subject/5317075/,沈阳出版社,167,2010-10,蔡康永
《文化苦旅》是余秋雨的第一部散文合集，所收作品主要包括两部分，一部分是历史、文化散文，散点论述，探寻文化；另一部分是回忆散文。,余秋雨，1946年生，汉族，浙江人。文化史学家、艺术学教授、博士生导师。现任上海戏剧学院教授上海写作学会会长。十余年来越野历险万公里，实地考察了中华文化在内的人类各大文明的兴衰脉络，沿途写下了《文化苦旅》、《山居笔记》、《霜冷长河》、《千年一叹》、《行者无疆》等著作。这些著作出版后，一直位居全球华文书排行榜前列。,文化苦旅,9787806276983,7.8,22.00元,https://book.douban.com/subject/1050339/,东方出版中心,376,2001-4,余秋雨
,村上春树（1949- ），日本小说家。曾在早稻田大学文学部戏剧科就读。1979年，他的第一部小说《听风之歌》问世后，即被搬上了银幕。随后，他的优秀作品《1973年的弹子球》、《寻羊冒险记》、《挪威的森林》等相继发表。他的创作不受传统拘束，构思新奇，行文潇洒自在，而又不流于庸俗浅薄。尤其是在刻画人的孤独无奈方面更有特色，他没有把这种情绪写成负的东西，而是通过内心的心智性操作使之升华为一种优雅的格调，一种乐在其中的境界，以此来为读者，尤其是生活在城市里的人们提供了一种生活模式或生命的体验。,海边的卡夫卡,9787532734191,8.1,25.00元,https://book.douban.com/subject/1059419/,上海译文出版社,514,2003-4,[日]村上春树
"前世今生系列之一。
“你若敢死，我立刻便去找折颜要药水，把你忘得干干净净”
他的身子一颤，半晌，扯出一个笑来，他说：“那样也好。”
他在这世上，留给我的最后一句话是，那样也好。
你有没有爱过一个人？你有没有恨过一个人？
三百年前，诛仙台上的她绝然转身跳下，让铜镜那边的他亲眼见她隔世永别。
这世间再没她这样一个凡尘女子了，九重天上的太子夜华，不过是她做的一场梦，带着无尽苦楚和微微桃花色。
可是美梦终究会醒，支离破碎后，她端起了孟婆汤，永远忘记这一段尘缘。
三百年后，东海龙宫中，她与他不期而遇，再生再世，再次面对这个负心人时，她淡然如风，却不知他为何用冰冷的手一次次摩挲过她的双眼。
三生三世，她和他，是否注定背负一段纠缠的姻缘？
三生三世，她和他，是否终能互许一个生生世世的承诺？",唐七公子：中学时看王尔德的书，里边有句话一直记着。他说，一个人想恢复青春，只消重演过去干的蠢事就够了。倒并不是觉得他说得好，不知道怎么就记到现在了。如今，我每天都在干蠢事，一边青春着，一边觉得继续这么青春下去实在不妙。,三生三世 十里桃花,9787544138000,7.9,26.80,https://book.douban.com/subject/3426869/,沈阳出版社,288,2009-1,唐七公子
岛上书店是间维多利亚风格的小屋，门廊上挂着褪色的招牌，上面写着： 没有谁是一座孤岛，每本书都是一个世界 A．J．费克里，人近中年，在一座与世隔绝的小岛上，经营一家书店。 命运从未眷顾过他，爱妻去世，书店危机，就连唯一值钱的宝贝也遭窃。他的人生陷入僵局，他的内心沦为荒岛。 就在此时，一个神秘的包袱出现在书店中，意外地拯救了陷于孤独绝境中的A．J．，成为了连接他和小姨子伊斯梅、警长兰比亚斯、出版社女业务员阿米莉娅之间的纽带，为他的生活带来了转机。 小岛上的几个生命紧紧相依，走出了人生的困境，而所有对书和生活的热爱都周而复始，愈加汹涌。,,岛上书店,9787539971810,7.6,CNY35.00,https://book.douban.com/subject/26340138/,江苏凤凰文艺出版社,271,2015-5,[美]加·泽文
"读书就是这样好，无论心不在焉，板着长脸，只要考试及格，就是一个及格的人。你试着拉长脸到社会去试一试。这是一个卖笑的社会。除非能够找到高贵的职业，而高贵的职业需要高贵的学历支持，高贵的学历需要金钱，始终兜回来。
富家女勖聪慧热情地邀请刚认识的剑桥高材生姜喜宝参加自己的家宴，有意制造机会以撮合她和哥哥勋聪恕。聪慧的父亲勋存姿，也向喜宝展开追求。喜宝在其父亲、儿子的双双夹击下，非常现实地选择了父亲，她得到了想得到的一切甚至更多。喜宝做了勖存姿的女人后，虽然得到了金钱与物质上的满足，但却耐不住感情与生理上的寂寞和空虚。勖存姿发现喜宝另有所爱，竟冷酷地当着喜宝的面，枪杀了她的男友。喜宝绝望了，但她怎么也逃不脱勖存姿的牢笼。几年后，勖存姿去世，喜宝变成最富有的女人，但是……",亦舒，生于上海。曾在《明报》任职记者及担任电影杂志采访记者和编辑。后赴英国留学，任职酒店公关部。进入香港政府新闻处担任新闻官，七年后辞职。现为全职作家及家庭主妇，并移居加拿大。,喜宝,9787802282674,8.1,22.00元,https://book.douban.com/subject/2022979/,新世界出版社,304,2007-2,[加拿大]亦舒
,"J. K. 罗琳（J. K. Rowling, 1965- ），英国女作家，自小喜欢写作，当过短时间的教师和秘书。二十四岁那年，她在前往伦敦的火车旅途中萌生了创作“哈利·波特”系列小说的念头。七年后，《哈利·波特与魔法石》问世，之后她陆续创作了《哈利·波特与密室》《哈利·波特与阿兹卡班囚徒》《哈利·波特与火焰杯》《哈利-波特与凤凰社》《哈利·波特与“混血王子”》和《哈利·波特与死亡圣器》，完成了该系列的创作，在全球刮起一股股“哈利·波特”飓风，在世界范围内掀起规模宏大的“哈利·波特”阅读狂潮。另外，在此期间，她还因为慈善事业而先后完成了《神奇动物在哪里》和《神奇的魁地奇球》这两部与“哈利·波特”系列相关的图书，最新完成的作品是《诗翁彼豆故事集》。
J.K.罗琳与她的丈夫及三个孩子生活在爱丁堡，一边尽享家庭生活的幸福，一边文学创作。",哈利·波特与凤凰社,9787020043279,8.7,59.00元,https://book.douban.com/subject/1013129/,人民文学出版社,575,2003-9,[英]J·K·罗琳
"★马尔克斯唯一正式授权，首次完整翻译
★《霍乱时期的爱情》是我最好的作品，是我发自内心的创作。——加西亚•马尔克斯
★这部光芒闪耀、令人心碎的作品是人类有史以来最伟大的爱情小说。——《纽约时报》
《霍乱时期的爱情》是加西亚•马尔克斯获得诺贝尔文学奖之后完成的第一部小说。讲述了一段跨越半个多世纪的爱情史诗，穷尽了所有爱情的可能性：忠贞的、隐秘的、粗暴的、羞怯的、柏拉图式的、放荡的、转瞬即逝的、生死相依的……再现了时光的无情流逝，被誉为“人类有史以来最伟大的爱情小说”，是20世纪最重要的经典文学巨著之一。","加西亚•马尔克斯（Gabriel García Márquez）
1927年出生于哥伦比亚马格达莱纳海滨小镇阿拉卡塔卡。童年与外祖父母一起生活。1936年随父母迁居苏克雷。1947年考入波哥大国立大学。1948年因内战辍学，进入报界。五十年代开始出版文学作品。六十年代初移居墨西哥。1967年《百年孤独》问世。1982年获诺贝尔文学奖。1985年出版《霍乱时期的爱情》。
加西亚•马尔克斯豆瓣小站：http://site.douban.com/marquez/",霍乱时期的爱情,9787544258975,9.0,39.50元,https://book.douban.com/subject/10594787/,南海出版公司,401,2012-9-1,[哥伦比亚]加西亚·马尔克斯
"《荆棘鸟》是一部澳大利亚的家世小说，以女主人公梅吉和神父拉尔夫的爱情纠葛为主线，描写了克利里一家三代人的故事，时间跨度长达半个多世纪。拉尔夫一心向往教会的权力，却爱上了克利里家的美丽少女梅吉。为了他追求的“上帝”，他抛弃了世俗的爱情，然而内心又极度矛盾和痛苦。以此为中心，克利里家族十余名成员的悲欢离合也得以展现。
小说情节曲折生动，结构严密精巧，文笔清新婉丽。在描写荒蛮广漠的澳大利业风光时，颇有苍凉悲壮之美；同时女作家对女人爱情心态的探索，又十分细腻感人，故而这部作品有澳大利亚的《飘》之誉。","考琳·麦卡洛（Colleen McCullough, 1937- ），澳大利亚当代女作家。1977年，她以自己全部的生活积累，创作出版了呕心沥血之作《荆棘鸟》。作品一出版便引起轰动，不但拍成电影广为流传，而且翻译成二十多种文字在世界各地出版，成为当代世界最畅销的小说之一。
除《荆棘鸟》外，麦卡洛还创作十二部长篇小说，一部传记。她与丈夫居住在澳大利亚南太平洋的诺福克岛。",荆棘鸟,9787805678313,8.6,28.00元,https://book.douban.com/subject/1086249/,译林出版社,677,1998-7,[澳]考琳·麦卡洛
"落落在《不朽》中，记录了“80后”这代人的成长轨迹，“所有过去发生过的事情，在我的记忆中它们留下的形状。每个人的成长中能碰到各种美好或不美好的记忆，小时候被委屈的零星小事，忙碌的父母，同为独生子女的我们放学后空荡荡的家，机器猫，小霸王学习机……我都将它们记载下来，以示回忆的痕迹。希望可以和所有曾有过同样经历和感受的人用共同的心情来温习那些带有缺口却依旧温暖的记忆，因为记忆永远不朽。”
黑夜中分享眼睛，告别时分享遗忘，天涯分享边界，花朵分享各自的芬芳。让那些不朽，变成须臾，彼此分享。而所有须臾，化为不朽。累积永恒。成为柔软的这个世界。
——落落","落落，82年4月生，上海人，编辑，自由撰稿人。
作品有长篇小说《年华是无效信》（2005年），短篇小说集《那些生命中温暖而美好的事情》（2005年），长篇小说《尘埃星球》（2007年）。",不朽,9787535435590,7.6,22.00,https://book.douban.com/subject/2382705/,长江文艺出版社,309,2007-12,落落
"成为干练的HR经理的杜拉拉在王伟离开后的惆怅百转之间，依然在DB卖力地工作着。一方面她经历着自己的职场变迁，另一方面也见识了更多的人和事：出身销售的八十后代表沙当当、处于35岁焦虑的大区经理孙建冬、为下属成长付出心血却不得回报的小区经理李坤……
在薪带宽酬体制中受到不公平待遇的拉拉，决定跳槽，怀着恶劣的心情，在2006年的盛夏，冒着酷暑踏上了漫漫的求职之路……
他们的故事，远比生活更精彩！",李可，女，某名校本科毕业。十余年外企生涯，职业经理人。从事过销售和人力资源工作——对于现今以打工谋生的人来说，两种不失为不错的谋生行当：从满足人类成就感的角度看，是两种可能提供极大发挥空间和精神满足的职业。在典型的欧美500强企业文化长期熏陶下，仍然是一个生动的热爱生活的人。,杜拉拉2华年似水,9787561345429,7.3,28.00,https://book.douban.com/subject/3323987/,陕西师范大学出版社,288,2009-1,李可
阿狸童话绘本为纯手绘创作，画风成熟稳定，颜色精美靓丽。阿狸绘本的文字脚本立足于挖掘人们内心深处的柔软与坚强，围绕亲情、爱情、友情主题，风格温暖，有发人深省的力量。,"徐瀚，笔名hans。2005年考入清华大学美术学院，攻读硕士研究生学位，期间正式开始创作阿狸。先后在猫扑，天涯等网站发表阿狸的童话和四格漫画，帖子的点击总量达到三百万,阿狸的qq表情同时在网络上广为流传。后在《女友》《漫友.新蕾》杂志连载阿狸绘本，广受欢迎。",阿狸·梦之城堡,9787545202267,9.0,36.80元,https://book.douban.com/subject/3554154/,上海锦绣文章出版社,228,2009-1,Hans
《倚天屠龙记》，金庸武侠小说，著于1961年，是“射雕三部曲”系列第三部，现收录在《金庸作品集》中。该书以元末群雄纷起、江湖动荡为广阔背景，叙述武当弟子张无忌的江湖生涯，表现众武林豪杰质朴自然，形态各异的精神风貌，展现其不可替代的人格力量。,,倚天屠龙记(共四册),9787108012692,8.5,0,https://book.douban.com/subject/1070851/,三联书店,1335,1999-04,金庸
,"李海鹏：
新闻记者和专栏作者。曾任《南方周末》高级记者。1972年生，毕业于辽宁大学中文系。作品典范而不拘一格，怀抱理想精神又深具现代意识，蕴含文字之美、独到见识和对人与事的深邃了解。他以公众利益、思想自由和民智提升为新闻的最终目的。中国新闻业的最佳特稿作者。
熔炼了见解、诗意和幽默感的专栏作者。曾在《第一财经周刊》、《南方周末》和《智族GQ》辟有专栏。
2010年《GQ》中文版 Men of the Year 年度专栏作家。",佛祖在一号线,9787503945434,8.2,25.00元,https://book.douban.com/subject/4872671/,文化艺术出版社,191,2010-6,李海鹏
主要讲述了晚明由“三大案”引发的党争，魏忠贤兴起及袁崇焕之奋战。自张居正去世后，便无人敢管万历，为争国本、查妖书、打闷棍，他与大臣展开拉锯战，三十年不上朝。东林党却因此发展壮大，为把持朝政，与齐、楚、浙三党明争暗斗，借国本之争，扶持明光、熹宗二帝即位，成功掌握政权。魏忠贤以平民出身，利用熹宗昏庸，又傍上皇帝乳母客氏，与东林党展开对决。在外，援朝抗日战争后，明防御线转至辽东。没落贵族之后李成梁打蒙古、灭女真，成为一代枭雄，却养虎为患，努尔哈赤借机兴起，统一后金。为抗金、守城、夺失地，在帝师孙承宗的带领下，袁崇焕从一介文人成长为边疆大将，坚守孤城，最终击败努尔哈赤。,当年明月，青年历史学者，畅销书作家。专业职称为副研究员，明史学会会员。是心灵历史的开创者，担任国内多家电视台文史类节目主讲人。所著作品《明朝那些事儿》销量过五百万册，为三十年来最畅销之史学读本。,明朝那些事儿（陆）,9787801655011,8.8,28.80,https://book.douban.com/subject/3274113/,中国海关出版社,331,2008-11,当年明月
"在你年少时是否曾梦想成为国王？
长大后的你是否还会继续这个英雄梦？
有些人的心里没有很多东西，哪怕是穿过内心的深处挖到肝里也没有。
有没有比兄弟和女人更加重要的情谊？
有没有比飙车时凛冽的风更刺激的逃亡？
纵身跳下，恍惚里终于看见一双双惊讶和肯定的眼神。
画面在人们面前晃过，你的青春是否也只是果园里一块不和谐的石头？
这是一个关于他的国的故事。
野草冲出土壤，它们一百三十五度仰望的天空在哪里……","韩寒。
1982年9月23日生。作家，赛车手。",他的国,9787807592099,7.5,25.00元,https://book.douban.com/subject/3394338/,万卷出版公司,213,2009-1,韩寒
"《茶花女》为我们塑造了一些生动、鲜明的艺术形象，而其中最突出、最令人难忘的自然是女主人公茶花女玛格丽特。读者们切莫把玛格丽特和阿尔丰西娜·普莱西小姐混为一谈，阿尔丰西娜的身世固然值得同情，但她的的确确是个堕落的女人，用小仲马的话来说，她“既是一个纯洁无瑕的贞女，又是_个彻头彻尾的娼妇”。但玛格丽特却不同，她美丽、聪明而又善良j 虽然沦落风尘，但依旧保持着一颗纯洁、高尚的心灵。她充满热情和希望地去追求真正的爱情生活，而当这种希望破灭之后，又甘愿自我牺牲去成全他人。
这一切都使这位为人们所不齿的烟花女子的形象闪烁着一种圣洁的光辉，以至于人们一提起“茶花女”这三个字的时候，首先想到的不是什么下贱的妓女，而是一位美丽、可爱而又值得同情的女眭。古今中外的文学名著为人们留下了许许多多不朽的艺术形象，而玛格丽特则完全可以跻身其间而毫无愧色。",,茶花女,9787501600069,8.2,9.00元,https://book.douban.com/subject/1013380/,外国文学出版社,272,1997-3,[法]小仲马
